,Company Name,Datum,Status Rocket,Costs (Mio. USD),Status Mission,Site,Country,Rocket,Satellite
140,Rocket Lab,"Sun May 05, 2019 06:00 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],"[""That's a Funny Looking Cactus""]"
141,SpaceX,"Sat May 04, 2019 06:48 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['CRS-17']
142,Blue Origin,"Thu May 02, 2019 13:35 UTC",StatusActive,,Success,"['Blue Origin Launch Site, West Texas, Texas']",[' USA'],['New Shepard'],['NS-11']
143,CASC,"Mon Apr 29, 2019 22:52 UTC",StatusActive,64.68 ,Success,['Taiyuan Satellite Launch Center'],[' China'],['Long March 4B'],['Tianhui-2 Group 01']
144,CASC,"Sat Apr 20, 2019 14:30 UTC",StatusActive,29.15 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 IGSO-1']
145,Northrop,"Wed Apr 17, 2019 20:46 UTC",StatusRetired,85.0 ,Success,"['LP-0A, Wallops Flight Facility, Virginia']",[' USA'],['Antares 230'],['CRS NG-11']
146,SpaceX,"Thu Apr 11, 2019 22:35 UTC",StatusActive,90.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon Heavy'],['ArabSat 6A']
147,Arianespace,"Thu Apr 04, 2019 17:04 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-B/Fregat-MT'],['O3b FM17-FM20']
148,Roscosmos,"Thu Apr 04, 2019 11:01 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-11 (72P)']
149,ISRO,"Mon Apr 01, 2019 03:57 UTC",StatusActive,21.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-QL'],['EMISAT & Rideshares']
150,CASC,"Sun Mar 31, 2019 15:51 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Tianlian-2']
151,Rocket Lab,"Thu Mar 28, 2019 23:27 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Two Thumbs Up']
152,OneSpace,"Wed Mar 27, 2019 09:39 UTC",StatusActive,,Failure,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['OS-M1'],['Lingque-1B']
153,Arianespace,"Fri Mar 22, 2019 01:50 UTC",StatusActive,37.0 ,Success,"['ELV-1 (SLV), Guiana Space Centre, French Guiana']",[' France'],['Vega'],['PRISMA']
154,ULA,"Sat Mar 16, 2019 00:26 UTC",StatusRetired,,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],"['Delta IV Medium+ (5,4)']",['WGS-10']
155,Roscosmos,"Thu Mar 14, 2019 19:14 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-12 (58S)']
156,CASC,"Sat Mar 09, 2019 16:28 UTC",StatusActive,29.15 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Zhongxing-6C']
157,Exos,"Sat Mar 02, 2019 17:45 UTC",StatusActive,,Partial Failure,"['Vertical Launch Area, Spaceport America']",[' New Mexico'],['SARGE'],['Launch 2']
158,SpaceX,"Sat Mar 02, 2019 07:49 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['SpaceX Demo-1']
159,Arianespace,"Wed Feb 27, 2019 21:37 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-B/Fregat-M'],['OneWeb #1']
160,SpaceX,"Fri Feb 22, 2019 01:45 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Nusantara Satu & Beresheet']
161,VKS RF,"Thu Feb 21, 2019 16:47 UTC",StatusActive,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1b/Fregat-M'],['EgyptSat-A']
162,Arianespace,"Tue Feb 05, 2019 21:01 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['GSAT-31 & Hellas-Sat-4']
163,ISA,"Tue Feb 05, 2019",StatusActive,,Failure,"['Imam Khomeini Spaceport, Semnan Space Center']",[' Iran'],['Safir-1B+'],['Dousti']
164,ISRO,"Thu Jan 24, 2019 18:07 UTC",StatusActive,,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-DL'],['Microsat-R']
165,Blue Origin,"Wed Jan 23, 2019 15:05 UTC",StatusActive,,Success,"['Blue Origin Launch Site, West Texas, Texas']",[' USA'],['New Shepard'],['NS-10']
166,CASC,"Mon Jan 21, 2019 05:42 UTC",StatusActive,5.3 ,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Long March 11'],['Jilin-1 Hyperspectral & Others']
167,ULA,"Sat Jan 19, 2019 19:10 UTC",StatusActive,350.0 ,Success,"['SLC-6, Vandenberg AFB, California']",[' USA'],['Delta IV Heavy'],['NROL-71']
168,JAXA,"Fri Jan 18, 2019 00:50 UTC",StatusActive,39.0 ,Success,"['Mu Pad, Uchinoura Space Center']",[' Japan'],['Epsilon PBS'],['Innovative Satellite Technology Demonstration-1']
169,ISA,"Tue Jan 15, 2019 00:30 UTC",StatusActive,,Failure,"['Imam Khomeini Spaceport, Semnan Space Center']",[' Iran'],['Simorgh'],['Payam-e Amirkabir']
170,SpaceX,"Fri Jan 11, 2019 15:31 UTC",StatusActive,50.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 5'],['Iridium-8']
171,CASC,"Thu Jan 10, 2019 17:11 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Zhongxing-2D (Chinasat-2D)']
172,CASC,"Sat Dec 29, 2018 08:02 UTC",StatusActive,,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D/YZ-3'],['Hongyan-1']
173,Roscosmos,"Thu Dec 27, 2018 02:07 UTC",StatusActive,48.5 ,Success,"['Site 1S, Vostochny Cosmodrome']",[' Russia'],['Soyuz 2.1a/Fregat'],['Kanopus-V No. 5-6 & Rideshares']
174,CASC,"Mon Dec 24, 2018 16:53 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3C/E'],['TJS-3']
175,SpaceX,"Sun Dec 23, 2018 13:51 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['GPS III SV01']
176,CASC,"Fri Dec 21, 2018 23:51 UTC",StatusActive,5.3 ,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Long March 11'],['Hongyun-1']
177,VKS RF,"Fri Dec 21, 2018 00:20 UTC",StatusActive,65.0 ,Success,"['Site 200/39, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Blagovest No.13L']
178,Arianespace,"Wed Dec 19, 2018 16:37 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-A/Fregat-M'],['CSO 1']
179,ISRO,"Wed Dec 19, 2018 10:40 UTC",StatusActive,47.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['GSLV Mk II'],['GSAT-7A']
180,Rocket Lab,"Sun Dec 16, 2018 06:33 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],"[""This one's for Pickering""]"
181,CASC,"Fri Dec 07, 2018 18:23 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],"[""Chang'e-4""]"
182,CASC,"Fri Dec 07, 2018 04:12 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],"['SaudiSAT 5A, & 5B and Others']"
183,SpaceX,"Wed Dec 05, 2018 18:16 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['CRS-16']
184,Arianespace,"Tue Dec 04, 2018 20:37 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['GSAT-11 & GEO-KOMPSAT 2A']
185,SpaceX,"Mon Dec 03, 2018 18:34 UTC",StatusActive,50.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 5'],['Spaceflight SSO-A']
186,Roscosmos,"Mon Dec 03, 2018 11:31 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-11 (57S)']
187,VKS RF,"Fri Nov 30, 2018 02:27 UTC",StatusRetired,41.8 ,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Rokot/Briz KM'],['Cosmos 2530 to 2532']
188,ISRO,"Thu Nov 29, 2018 04:27 UTC",StatusActive,21.0 ,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-CA'],['HySIS']
189,Arianespace,"Wed Nov 21, 2018 01:42 UTC",StatusActive,37.0 ,Success,"['ELV-1 (SLV), Guiana Space Centre, French Guiana']",[' France'],['Vega'],['Mohammed VI-B']
190,CASC,"Mon Nov 19, 2018 23:40 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],"['Shiyan-6, Jiading-1 (OKW-01), & Others']"
191,CASC,"Sun Nov 18, 2018 18:07 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M17 & M18']
192,Northrop,"Sat Nov 17, 2018 09:01 UTC",StatusRetired,85.0 ,Success,"['LP-0A, Wallops Flight Facility, Virginia']",[' USA'],['Antares 230'],['CRS NG-10']
193,Roscosmos,"Fri Nov 16, 2018 18:14 UTC",StatusRetired,,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Progress MS-10 (71P)']
194,SpaceX,"Thu Nov 15, 2018 20:46 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],"[""Es'hail 2""]"
195,ISRO,"Wed Nov 14, 2018 11:38 UTC",StatusActive,62.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['GSLV Mk III'],['GSAT 29']
196,Rocket Lab,"Sun Nov 11, 2018 03:50 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],"[""It's Business Time""]"
197,Arianespace,"Wed Nov 07, 2018 00:47 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-B/Fregat-M'],['MetOp C']
198,VKS RF,"Sat Nov 03, 2018 20:17 UTC",StatusActive,48.5 ,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat'],['GLONASS-M No.54S']
199,CASC,"Thu Nov 01, 2018 15:57 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Beidou-3 G1']
200,MHI,"Mon Oct 29, 2018 04:08 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],"['Ibuki 2, KhalifaSat & Others']"
201,CASC,"Mon Oct 29, 2018 00:47 UTC",StatusActive,30.8 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],"['CFOSAT, Zhaojin-1, Hongyan-1, & Others']"
202,Landspace,"Sat Oct 27, 2018 08:00 UTC",StatusRetired,,Failure,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['ZhuQue-1'],['CCTV Future-1']
203,Roscosmos,"Thu Oct 25, 2018 00:15 UTC",StatusActive,35.0 ,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b'],['Lotus-S No.4']
204,CASC,"Wed Oct 24, 2018 22:57 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],['Haiyang-2B']
205,Arianespace,"Sat Oct 20, 2018 01:45 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['BepiColombo']
206,ULA,"Wed Oct 17, 2018 04:15 UTC",StatusActive,153.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 551'],['AEHF-4']
207,CASC,"Mon Oct 15, 2018 04:23 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M15 & M16']
208,Roscosmos,"Thu Oct 11, 2018 08:40 UTC",StatusRetired,,Failure,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-10 (56S)']
209,CASC,"Tue Oct 09, 2018 02:43 UTC",StatusActive,30.8 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],['Yaogan-32 Group 01']
210,SpaceX,"Mon Oct 08, 2018 02:21 UTC",StatusActive,50.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 5'],['SAOCOM 1A']
211,ExPace,"Sat Sep 29, 2018 04:13 UTC",StatusActive,,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Kuaizhou 1A'],['CentiSpace-1 S1']
212,Arianespace,"Tue Sep 25, 2018 22:38 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['Horizons-3e & Azerspace 2/Intelsat 38']
213,MHI,"Sat Sep 22, 2018 17:52 UTC",StatusRetired,112.5 ,Success,"['LA-Y2, Tanegashima Space Center']",[' Japan'],['H-IIB'],['HTV-7']
214,CASC,"Wed Sep 19, 2018 14:07 UTC",StatusActive,,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M13 & M14']
215,ISRO,"Sun Sep 16, 2018 16:38 UTC",StatusActive,21.0 ,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-CA'],['SSTL-1 & NovaSAR-S']
216,ULA,"Sat Sep 15, 2018 13:02 UTC",StatusRetired,,Success,"['SLC-2W, Vandenberg AFB, California']",[' USA'],['Delta II 7420-10C'],['ICESat-2']
217,SpaceX,"Mon Sep 10, 2018 04:45 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Telstar 18V / APStar 5C']
218,CASC,"Fri Sep 07, 2018 03:15 UTC",StatusActive,30.8 ,Success,['Taiyuan Satellite Launch Center'],[' China'],['Long March 2C'],['Haiyang 1C (HY-1C)']
219,Exos,"Sat Aug 25, 2018 18:15 UTC",StatusActive,,Partial Failure,"['Vertical Launch Area, Spaceport America']",[' New Mexico'],['SARGE'],['Launch 1']
220,CASC,"Fri Aug 24, 2018 23:52 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M11 & M12']
221,Arianespace,"Wed Aug 22, 2018 21:20 UTC",StatusActive,37.0 ,Success,"['ELV-1 (SLV), Guiana Space Centre, French Guiana']",[' France'],['Vega'],['ADM-Aeolus']
222,ULA,"Sun Aug 12, 2018 07:31 UTC",StatusActive,350.0 ,Success,"['SLC-37B, Cape Canaveral AFS, Florida']",[' USA'],['Delta IV Heavy'],['Parker Solar Probe']
223,SpaceX,"Tue Aug 07, 2018 05:18 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Merah Putih (Telkom-4)']
224,CASC,"Tue Jul 31, 2018 03:00 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4B'],['Gaofen 11']
225,CASC,"Sun Jul 29, 2018 01:48 UTC",StatusActive,,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M5 & M6']
226,SpaceX,"Wed Jul 25, 2018 11:39 UTC",StatusActive,50.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 5'],['Iridium-7']
227,Arianespace,"Wed Jul 25, 2018 11:25 UTC",StatusRetired,,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ES'],['Galileo FOC FM19-FM22']
228,SpaceX,"Sun Jul 22, 2018 05:50 UTC",StatusActive,50.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 5'],['Telstar 19V']
229,Blue Origin,"Wed Jul 18, 2018 15:11 UTC",StatusActive,,Success,"['Blue Origin Launch Site, West Texas, Texas']",[' USA'],['New Shepard'],['NS-9 (Inflight Escape Test)']
230,Roscosmos,"Mon Jul 09, 2018 21:51 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-09 (70P)']
231,CASC,"Mon Jul 09, 2018 20:50 UTC",StatusActive,69.7 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3A'],['BeiDou-2 I7']
232,CASC,"Mon Jul 09, 2018 03:56 UTC",StatusActive,30.8 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2C'],['PRSS-1 & PakTES-1A']
233,SpaceX,"Fri Jun 29, 2018 09:42 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 4'],['CRS-15']
234,CASC,"Wed Jun 27, 2018 03:30 UTC",StatusActive,30.8 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 2C'],['XJSS A & B']
235,VKS RF,"Sat Jun 16, 2018 21:30 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1b/Fregat-M'],['GLONASS-M No.53S']
236,MHI,"Tue Jun 12, 2018 04:20 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],['IGS Radar-6']
237,Roscosmos,"Wed Jun 06, 2018 11:12 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-09 (55S)']
238,CASC,"Tue Jun 05, 2018 13:07 UTC",StatusActive,69.7 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3A'],['Fengyun 2H']
239,SpaceX,"Mon Jun 04, 2018 04:29 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 4'],['SES-12']
240,CASC,"Sat Jun 02, 2018 04:13 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['Gaofen 6 & Luojia 1']
241,SpaceX,"Tue May 22, 2018 19:47 UTC",StatusRetired,62.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 4'],['Iridium-6 & GRACE-FO']
242,Northrop,"Mon May 21, 2018 04:44 UTC",StatusRetired,85.0 ,Success,"['LP-0A, Wallops Flight Facility, Virginia']",[' USA'],['Antares 230'],['CRS OA-9E']
243,CASC,"Sun May 20, 2018 21:28 UTC",StatusActive,64.68 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 4C'],"['Queqiao, Longjiang 1 & 2']"
244,SpaceX,"Fri May 11, 2018 20:14 UTC",StatusActive,50.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon 9 Block 5'],['Bangabandhu-1']
245,CASC,"Tue May 08, 2018 18:28 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4C'],['Gaofen 5']
246,ULA,"Sat May 05, 2018 11:05 UTC",StatusActive,109.0 ,Success,"['SLC-3E, Vandenberg AFB, California']",[' USA'],['Atlas V 401'],['InSight']
247,CASC,"Thu May 03, 2018 16:05 UTC",StatusActive,29.15 ,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/E'],['Apstar 6C']
248,Blue Origin,"Sun Apr 29, 2018 17:06 UTC",StatusActive,,Success,"['Blue Origin Launch Site, West Texas, Texas']",[' USA'],['New Shepard'],['NS-8']
249,CASC,"Thu Apr 26, 2018 04:42 UTC",StatusActive,5.3 ,Success,"['Site 95, Jiuquan Satellite Launch Center']",[' China'],['Long March 11'],['Zhuhai-1 2A to 2D']
250,Eurockot,"Wed Apr 25, 2018 17:57 UTC",StatusRetired,41.8 ,Success,"['Site 133/3, Plesetsk Cosmodrome']",[' Russia'],['Rokot/Briz KM'],['Sentinel-3B']
251,SpaceX,"Wed Apr 18, 2018 22:51 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 4'],['Transiting Exoplanet Survey Satellite (TESS)']
252,VKS RF,"Wed Apr 18, 2018 22:12 UTC",StatusActive,65.0 ,Success,"['Site 81/24, Baikonur Cosmodrome']",[' Kazakhstan'],['Proton-M/Briz-M'],['Blagovest-12L']
253,ULA,"Sat Apr 14, 2018 23:13 UTC",StatusActive,153.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 551'],['AFSPC-11']
254,ISRO,"Wed Apr 11, 2018 22:34 UTC",StatusActive,31.0 ,Success,"['First Launch Pad, Satish Dhawan Space Centre']",[' India'],['PSLV-XL'],['IRNSS-1I']
255,CASC,"Tue Apr 10, 2018 04:25 UTC",StatusActive,64.68 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 4C'],"['Yaogan 31 A, B, & C']"
256,Arianespace,"Thu Apr 05, 2018 21:34 UTC",StatusActive,200.0 ,Success,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['Superbird-B3/DSN-1 & HYLAS-4']
257,SpaceX,"Mon Apr 02, 2018 20:30 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 4'],['CRS-14']
258,CASC,"Sat Mar 31, 2018 03:22 UTC",StatusActive,64.68 ,Success,"['LC-9, Taiyuan Satellite Launch Center']",[' China'],['Long March 4C'],['Gaofen-1 02-04']
259,SpaceX,"Fri Mar 30, 2018 14:14 UTC",StatusRetired,62.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 4'],['Iridium-5']
260,CASC,"Thu Mar 29, 2018 17:50 UTC",StatusActive,,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M9 & M10']
261,Roscosmos,"Thu Mar 29, 2018 17:38 UTC",StatusActive,,Success,"['Site 43/4, Plesetsk Cosmodrome']",[' Russia'],['Soyuz 2.1v'],['Cosmos 2525']
262,ISRO,"Thu Mar 29, 2018 11:26 UTC",StatusActive,47.0 ,Success,"['Second Launch Pad, Satish Dhawan Space Centre']",[' India'],['GSLV Mk II'],['GSAT-6A']
263,Roscosmos,"Wed Mar 21, 2018 17:44 UTC",StatusRetired,,Success,"['Site 1/5, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz FG'],['Soyuz MS-08 (54S)']
264,CASC,"Sat Mar 17, 2018 07:10 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['LKW-4']
265,Arianespace,"Fri Mar 09, 2018 17:10 UTC",StatusActive,,Success,"['ELS, Guiana Space Centre, French Guiana']",[' France'],['Soyuz ST-B/Fregat-MT'],['O3b FM13-FM16']
266,SpaceX,"Tue Mar 06, 2018 05:33 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 4'],['Hispasat 30W-6']
267,ULA,"Thu Mar 01, 2018 22:02 UTC",StatusActive,145.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 541'],['GOES-S (GOES-17)']
268,MHI,"Tue Feb 27, 2018 04:34 UTC",StatusActive,90.0 ,Success,"['LA-Y1, Tanegashima Space Center']",[' Japan'],['H-IIA 202'],['IGS-Optical 6']
269,SpaceX,"Thu Feb 22, 2018 14:17 UTC",StatusRetired,62.0 ,Success,"['SLC-4E, Vandenberg AFB, California']",[' USA'],['Falcon 9 Block 3'],"['PAZ & Tintin A, Tintin B']"
270,Roscosmos,"Tue Feb 13, 2018 08:13 UTC",StatusActive,48.5 ,Success,"['Site 31/6, Baikonur Cosmodrome']",[' Kazakhstan'],['Soyuz 2.1a'],['Progress MS-08 (69P)']
271,CASC,"Mon Feb 12, 2018 05:10 UTC",StatusActive,,Success,"['LC-2, Xichang Satellite Launch Center']",[' China'],['Long March 3B/YZ-1'],['BeiDou-3 M3 & M4']
272,SpaceX,"Tue Feb 06, 2018 20:45 UTC",StatusActive,90.0 ,Success,"['LC-39A, Kennedy Space Center, Florida']",[' USA'],['Falcon Heavy'],['Test Flight']
273,JAXA,"Sat Feb 03, 2018 05:03 UTC",StatusActive,,Success,['Uchinoura Space Center'],[' Japan'],['SS-520'],['Tricom-1R']
274,CASC,"Fri Feb 02, 2018 07:50 UTC",StatusActive,29.75 ,Success,"['Site 9401 (SLS-2), Jiuquan Satellite Launch Center']",[' China'],['Long March 2D'],['CSES & Rideshares']
275,Roscosmos,"Thu Feb 01, 2018 02:07 UTC",StatusActive,48.5 ,Success,"['Site 1S, Vostochny Cosmodrome']",[' Russia'],['Soyuz 2.1a/Fregat-M'],['Kanopus-V No. 3-4 & Rideshares']
276,SpaceX,"Wed Jan 31, 2018 21:25 UTC",StatusRetired,62.0 ,Success,"['SLC-40, Cape Canaveral AFS, Florida']",[' USA'],['Falcon 9 Block 3'],['GovSat-1 / SES-16']
277,Arianespace,"Thu Jan 25, 2018 22:20 UTC",StatusActive,200.0 ,Partial Failure,"['ELA-3, Guiana Space Centre, French Guiana']",[' France'],['Ariane 5 ECA'],['SES-14/GOLD & Al Yah-3']
278,CASC,"Thu Jan 25, 2018 05:39 UTC",StatusActive,30.8 ,Success,"['LC-3, Xichang Satellite Launch Center']",[' China'],['Long March 2C'],"['Yaogan 30 J, K & L']"
279,Rocket Lab,"Sun Jan 21, 2018 01:43 UTC",StatusActive,7.5 ,Success,"['Rocket Lab LC-1A, M?\x81hia Peninsula']",[' New Zealand'],['Electron/Curie'],['Still Testing']
280,ULA,"Sat Jan 20, 2018 00:48 UTC",StatusActive,115.0 ,Success,"['SLC-41, Cape Canaveral AFS, Florida']",[' USA'],['Atlas V 411'],['SBIRS GEO-4']
